118211
702413329691443270,15004,木島
715796433487396864,8328,伊藤
331787151341780994,38233,犬飼
699500872442314754,12983,尾山
708191971424075797,98989,南部
243312886049406979,-750,浅野
694443025287610408,8640,稲守
337439445269741568,9098,髙岡
694899614201020448,5034,松野
695626581187756102,1039,白木
694560220730359890,6763,野ツ俣
625491071475908651,5040,三木
336031337452666880,250,虫鹿
771287651818143755,1341,大橋
600210954503979010,272,谷口
706476736467959818,3087,新良
749561829558321182,0,平野
